"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
           0,       -1.86620487,      0.5877742926,      -13.74511645,       3.769012008,      -3.340040005,        4.45826243,      -4.482068437
           1,      -2.037521588,      0.1485511969,      0.1102154841,       3.326506885,      -3.012394075,       4.984005929,      -5.076583163
           2,       -2.16418938,    -0.00975307682,     0.04870663008,       3.122850504,      -2.715641277,       6.420905641,      -4.830974532
           3,       -2.50484781,      0.2607727621,     -0.1485646661,       2.776626607,      -2.445378172,       6.677737197,      -4.752311856
           4,      -2.812888705,      -0.100819775,     -0.5732466847,       2.726673957,      -2.452817658,       6.907117832,      -5.088596109
           5,      -3.137321194,     -0.5159046786,     -0.7491280353,       2.448323465,      -2.518272831,       6.400931078,      -5.110574076
           6,      -3.328420139,     -0.6885212832,      -1.015652091,       2.214632389,      -2.403698048,       5.821375994,      -5.289359539
           7,      -3.398033376,     -0.8165642982,      -1.044880556,       2.140109438,      -2.270516481,       5.610444216,       -5.32307198
           8,      -3.497201445,     -0.9405471615,      -1.221499786,       2.014487646,      -2.140776414,       5.238951912,      -5.471913845
           9,      -3.518675327,     -0.9874229382,      -1.178510663,       1.980774253,      -2.017517838,       5.377523873,      -5.547645146
          10,      -3.586206209,      -1.085857198,      -1.343486133,       1.887583742,      -1.903717818,       5.165909425,      -5.721966935
          11,       -3.59444357,      -1.108972483,      -1.275254139,       1.873489376,      -1.795161194,        5.10150005,      -5.761090463
          12,      -3.639196004,      -1.179024655,      -1.394623715,       1.808588867,      -1.698081678,       4.899261396,      -5.932797245
          13,      -3.644415519,      -1.190071147,      -1.355549416,       1.802253277,      -1.602150674,       4.978541038,      -6.060139735
          14,      -3.700411644,      -1.263029476,      -1.478518169,       1.729132858,      -1.513029955,       4.807840611,      -6.046033721
          15,        -3.7035979,      -1.268065161,      -1.430214436,       1.725979406,      -1.428720895,       4.938276674,      -5.858496924
          16,      -3.695450827,      -1.250891118,      -1.412570422,       1.742866967,      -1.342186223,       4.794067074,      -5.660505105
          17,       -3.74461269,      -1.325644833,      -1.586445958,       1.671257338,      -1.230925578,       5.063999073,      -5.779349582
          18,       -3.76401055,      -1.339478392,      -1.441066315,        1.65605349,      -1.108963113,       5.243831304,      -5.891743541
          19,      -3.799235718,      -1.389146737,      -1.665757964,       1.608460976,     -0.9924907305,       5.170002323,      -5.778094002
          20,      -3.821590877,      -1.424718183,      -1.540212203,        1.57290707,     -0.8644552375,        5.03842248,      -5.726576282
          21,      -3.830598083,      -1.432587612,      -1.649271839,       1.569737284,     -0.7493403229,       4.857482072,      -5.560775367
          22,      -3.857890802,       -1.49227741,      -1.632924808,       1.512558599,     -0.6287019763,        4.81619395,      -5.526786881
          23,      -3.859945373,      -1.486289488,      -1.647997594,       1.530155257,     -0.5325201423,       4.774013092,      -5.427283664
          24,      -3.886143557,      -1.565749138,      -1.685033448,        1.45384689,     -0.4417798584,       5.030147049,      -5.444868548
          25,      -3.873856058,      -1.542930024,      -1.636197858,       1.498775784,     -0.3874671069,       4.993120921,      -5.380610749
          26,      -3.895579376,      -1.638028638,      -1.709688238,       1.403692443,     -0.3434138635,       5.205933954,       -5.44312861
          27,      -3.875100199,      -1.606078689,       -1.63819917,       1.467975479,     -0.3390528815,       5.115210668,      -5.394143791
          28,      -3.889708614,      -1.699724133,      -1.705995916,       1.364388817,     -0.3379772059,       5.261737374,      -5.495662504
          29,      -3.870938062,      -1.645570873,      -1.661494745,       1.440630039,     -0.3681448543,       5.156868529,      -5.461609478
          30,      -3.888837033,      -1.714001226,      -1.701462369,       1.342098554,     -0.3821893383,       5.199594283,      -5.553866587
          31,      -3.805583465,      -1.589910383,      -1.531981477,       1.506590056,     -0.3864513795,       5.096318366,       -5.53078626
          32,      -3.882232539,      -1.692826759,      -1.815407474,       1.353129714,     -0.4073434096,        5.31759903,      -5.800253673
          33,      -3.860704119,      -1.621239439,      -1.604660374,       1.433956741,     -0.3972272975,       5.234691642,      -5.925169774
          34,       -3.91648113,      -1.686164629,      -1.800791086,       1.345184799,      -0.403672786,       5.076073701,      -6.197222512
          35,      -3.904258165,      -1.637531669,       -1.69401719,       1.390332364,      -0.402419162,       4.882690349,      -6.367877297
          36,      -3.967417233,      -1.683828955,      -1.821274516,       1.330704552,     -0.3978494145,       4.598370346,      -6.083909869
          37,      -3.958681523,      -1.646802813,      -1.765635172,       1.363406232,     -0.4091684774,       4.388246074,      -6.146784614
          38,      -4.030336354,      -1.690515541,      -1.873263439,       1.311875841,     -0.4041332572,       4.377790103,      -6.072658823
          39,      -4.026290146,      -1.661395448,      -1.834954864,       1.338980259,     -0.4240263314,       4.603725397,      -6.208017806
          40,      -4.093050038,      -1.707823964,      -1.921184582,       1.288840462,     -0.4190917518,          4.523274,      -6.182697332
          41,      -4.089275249,      -1.681551778,       -1.90409956,       1.321405225,     -0.4393763298,       4.045789433,      -6.107420694
          42,      -4.095305021,      -1.654409713,      -2.025212005,       1.346755815,     -0.4350836007,       4.168594775,      -5.995684219
          43,      -4.159839374,      -1.717167591,      -1.925349741,       1.286646615,     -0.4697965757,       4.825330547,       -6.28067559
          44,      -4.234439586,      -1.778115195,       -2.04092743,        1.23466584,     -0.5059349036,       4.912942523,      -6.481356354
          45,      -4.240795272,      -1.751800043,      -2.143427402,       1.235021427,     -0.5152065682,       4.445747059,      -6.456324617
          46,      -4.291793674,      -1.798330597,      -2.125802042,       1.189393383,     -0.5493955562,       4.341183951,      -6.575467631
          47,      -4.334701945,      -1.831669359,      -2.151632189,       1.159680967,     -0.6262071288,       4.135760484,      -6.467845108
          48,      -4.289171861,      -1.779502127,      -2.201020103,       1.207792132,     -0.6502801934,        3.92085514,      -6.556423789
          49,      -4.368845079,      -1.857242447,      -2.309520653,       1.075504812,     -0.6620026915,        4.22543031,      -6.277537437
          50,      -4.401822321,      -1.900522298,      -2.174571033,       1.056585961,     -0.7007995927,       4.169239872,      -6.551907197
          51,      -4.415463448,      -1.907071494,      -2.379463046,       1.037186973,     -0.7350286831,       3.943181062,      -6.317412849
          52,      -4.403764477,      -1.893939731,      -2.254843901,       1.050444207,      -0.770947722,       4.231259185,      -6.576158482
          53,      -4.399392936,      -1.872857803,      -2.401048633,       1.057530322,     -0.8045517054,        3.92319189,      -6.288756256
          54,      -4.437203846,      -1.926375579,      -2.292668058,       1.001291546,     -0.8448732784,       4.348014635,      -6.603964336
          55,      -4.449386204,      -1.928520056,      -2.409001033,      0.9997588017,     -0.9005559643,       3.915080754,      -6.288368044
          56,      -4.473655838,      -1.963657347,      -2.352210915,      0.9529801831,     -0.9433750537,       4.294502205,      -6.590471404
          57,      -4.485546747,      -1.967377332,      -2.448799876,       0.946893764,      -0.986549984,       3.891543249,      -6.292504759
