"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
           0,      -1.909847932,      0.5877742926,      -13.78586184,       3.870649211,      -3.219291013,       5.120866165,      -4.474695455
           1,      -1.931603108,      0.2543450853,      0.3028998822,       3.495712957,      -2.950004752,       5.700792431,      -5.187475984
           2,      -2.016319377,     0.09318850941,      0.1840724858,       3.317761289,      -2.730986244,       6.417788724,       -4.85584995
           3,      -2.475935108,      0.1735599886,    -0.02497524293,        2.87244401,      -2.507655993,       6.760129161,      -5.068929469
           4,      -2.738994351,    -0.05147973876,     -0.5473936034,        2.74853151,       -2.48289232,       6.666232011,      -5.538309428
           5,      -3.168070294,      -0.519901769,     -0.7397160542,       2.430906879,      -2.578185389,       6.202143634,      -5.532995874
           6,      -3.397489953,     -0.7267031216,      -1.025053166,       2.183407567,      -2.467674842,       5.662873682,      -5.805277286
           7,      -3.482057549,     -0.8863627204,       -1.15415938,       2.093266148,      -2.328293867,       5.142021175,      -5.733741092
           8,      -3.590258004,      -1.011825325,      -1.253936568,       1.977437361,         -2.190081,       4.751340063,      -5.917224268
           9,       -3.62509485,      -1.064491188,      -1.281635518,       1.940562432,      -2.052057527,       4.754399461,      -6.011152109
          10,       -3.67703268,      -1.144585674,      -1.383205529,       1.863937381,      -1.925292849,       4.546898723,      -5.930298708
          11,      -3.691004212,      -1.174425313,       -1.36394081,       1.843534456,       -1.80023052,       4.427925398,      -6.135995914
          12,      -3.744031155,      -1.243629474,      -1.474250606,       1.776392562,      -1.686713771,       4.213022853,       -5.94984576
          13,      -3.750136358,      -1.261963371,      -1.442418445,       1.763309673,      -1.575622067,       4.334488512,      -6.080281529
          14,      -3.775359211,      -1.292755692,      -1.506122248,       1.733811856,      -1.476756786,       4.331135677,      -5.878677761
          15,      -3.760842163,      -1.291497834,      -1.485423971,       1.739342401,       -1.37512191,        4.33208919,      -6.005299572
          16,      -3.816023972,      -1.357016178,      -1.608365144,       1.671885214,       -1.28406499,       4.342367535,      -5.874811255
          17,      -3.809449379,      -1.361196817,      -1.540216023,       1.667245792,      -1.166873328,        4.98056077,      -6.371042056
          18,      -3.871357607,      -1.430169133,      -1.637815698,       1.602049378,      -1.037197772,       4.826210952,      -6.327356841
          19,      -3.838628614,      -1.405933335,      -1.565666407,       1.627179443,     -0.9229244993,       4.460425266,      -6.259621795
          20,      -3.909589734,      -1.493320222,      -1.714819513,       1.539831435,     -0.7900565236,       4.041353627,      -6.344410155
          21,      -3.873370224,      -1.467140851,      -1.599807691,       1.568012794,     -0.6881051765,       4.363179373,      -6.078252273
          22,      -3.902775995,      -1.512268572,      -1.697989266,       1.524937002,      -0.566471881,       4.242689799,      -6.312817111
          23,      -3.885648306,      -1.517459099,      -1.674093879,        1.52807927,     -0.4900986492,       3.933754299,      -6.016435786
          24,      -3.924428807,      -1.583912197,      -1.722357773,       1.462632848,     -0.3954431941,       4.608750802,      -6.366117381
          25,      -3.890257291,      -1.582003417,      -1.671213814,       1.480737324,     -0.3594200345,       4.571959091,      -5.823085708
          26,      -3.878509824,       -1.60332814,      -1.644362332,       1.467475801,     -0.3084547875,       4.454819445,      -6.102470575
          27,      -3.870219807,      -1.628967661,      -1.724260808,       1.458678333,     -0.3151822236,       4.219427259,      -5.724440419
          28,      -3.874785187,      -1.677736675,      -1.648416489,       1.407348522,     -0.3044744563,       4.809046222,      -6.035630779
          29,      -3.861395187,      -1.656812015,      -1.719696848,       1.431782758,     -0.3472312155,       4.382952902,      -5.750294333
          30,      -3.860499534,      -1.680089891,      -1.686126928,       1.389413139,     -0.3313025498,       5.029054078,      -6.280172898
          31,      -3.894734718,      -1.702399689,      -1.726763832,       1.365231057,     -0.3705580065,       4.420663305,      -5.877503116
          32,      -3.875548316,       -1.67113244,       -1.70584291,       1.377661905,     -0.3572883989,       4.797162231,      -6.332569497
          33,      -3.926218516,       -1.69859378,      -1.773616202,       1.337467409,     -0.3797918611,       4.190690071,      -5.935931365
          34,       -3.91502899,      -1.654488942,      -1.737534153,        1.37198607,     -0.3782087368,       4.666295851,      -6.327890537
          35,      -3.975737956,      -1.688217386,      -1.824822528,       1.327290448,     -0.3830814702,       4.203321296,      -5.993614815
          36,      -3.971216382,      -1.645155805,      -1.789344297,       1.372053446,     -0.3977245779,        4.58401214,      -6.323562972
          37,      -4.038321672,      -1.686174629,      -1.877489293,       1.320156014,     -0.3919511781,       4.217677344,      -6.057620765
          38,      -4.038347794,      -1.652582251,      -1.843386502,       1.363058141,     -0.4145084985,       4.143167826,      -6.275081859
          39,      -4.088812251,        -1.6746629,       -1.96590202,       1.332459282,     -0.3961752637,       4.536626501,      -6.324970538
          40,      -4.104260318,      -1.649286946,      -1.979640808,       1.364925644,      -0.440474864,       4.529523828,      -6.433687114
          41,      -4.190985355,      -1.732888044,      -2.034553098,       1.264735241,      -0.422138903,       4.284558571,      -6.257367775
          42,      -4.161892809,      -1.705309529,       -2.01647959,       1.323715349,     -0.4684353654,       4.313848056,      -6.405496467
          43,      -4.234742458,      -1.794281543,       -2.11993963,       1.218771012,     -0.4632492512,       4.042220744,      -6.399859984
          44,      -4.227531498,       -1.77946515,      -2.144237604,       1.252621141,     -0.5117204543,       4.265868082,      -6.395174401
          45,      -4.293347445,      -1.870494615,      -2.196820315,       1.134261553,     -0.5119585431,       4.329576683,      -6.304071815
          46,      -4.254831606,      -1.824373481,      -2.169468544,       1.208385391,     -0.5501393841,       4.288016237,      -6.364938729
          47,      -4.314308793,      -1.902261575,      -2.256436436,       1.096062769,     -0.5587604249,       4.100304383,      -6.362628448
          48,      -4.290270617,      -1.847945126,      -2.252841581,       1.167135295,     -0.5902163156,       4.334961463,      -6.284958346
          49,      -4.338848052,      -1.910518775,      -2.265009566,       1.063497587,     -0.6053934871,        4.36180008,      -6.321183647
          50,      -4.313628866,       -1.85458605,      -2.291685697,       1.138088703,     -0.6293035837,         4.2692118,        -6.2665994
          51,      -4.364247234,      -1.908231939,      -2.302773238,       1.036911101,      -0.651575848,       4.370880003,      -6.290712985
          52,      -4.339691594,      -1.856785803,      -2.320839161,       1.113763443,     -0.6743275671,       4.290067818,      -6.254271223
          53,      -4.389441734,      -1.910444928,      -2.341689746,        1.01366853,     -0.7016735554,       4.379659798,      -6.267291844
          54,      -4.364622088,      -1.865659245,      -2.363622363,       1.090617813,     -0.7254671864,       4.307726245,      -6.244263906
          55,      -4.412862382,      -1.920547013,      -2.389404905,      0.9924258666,     -0.7590892608,       4.387190638,      -6.247719619
          56,      -4.388146237,      -1.880588272,      -2.403442236,       1.068830561,     -0.7856875322,       4.321276454,      -6.236367113
          57,      -4.435501429,      -1.937426323,      -2.420629137,      0.9718381399,     -0.8227952522,       4.391936255,      -6.231738382
          58,      -4.411771108,      -1.902039999,      -2.431453223,        1.04556904,     -0.8517252959,       4.204761631,      -6.303452983
          59,      -4.469555011,      -1.963919338,      -2.474509613,      0.9440631179,     -0.8876564001,       4.309579299,      -6.246301014
          60,      -4.446923943,      -1.929621444,      -2.462185967,       1.021832762,     -0.9130911075,       4.358528557,       -6.26820006
          61,      -4.494316304,      -1.993751221,      -2.481609353,      0.9189929801,     -0.9454822249,       4.369477901,      -6.227057189
          62,      -4.470625465,      -1.963839203,       -2.48554077,      0.9919988207,     -0.9667089419,       4.332928801,      -6.257691889
          63,      -4.517935842,      -2.025713187,      -2.504200579,      0.8904195771,     -0.9942687085,       4.431908783,       -6.16525272
          64,      -4.485095417,      -1.999101298,      -2.499534831,      0.9612955935,      -1.013210606,       4.343530441,      -6.271816234
          65,      -4.539253956,      -2.068043569,      -2.548955904,       0.853164896,      -1.040034917,       4.263272284,      -6.215357813
          66,      -4.519986726,      -2.042322911,      -2.541058449,      0.9283036636,      -1.054581633,       4.349280509,      -6.253157032
          67,      -4.564126719,      -2.107687556,      -2.563705099,      0.8234134931,      -1.080212504,       4.352376514,      -6.210633954
          68,      -4.542425459,      -2.084478578,      -2.568880532,      0.8949473164,      -1.091979989,        4.32019384,      -6.251856883
          69,      -4.586017156,      -2.150347908,      -2.595557105,      0.7903601766,        -1.1198149,       4.336455773,      -6.210962049
          70,      -4.564749128,      -2.130373897,      -2.602137475,      0.8618053585,      -1.126835208,       4.307623572,      -6.253770193
          71,      -4.606799839,      -2.193616814,      -2.624877675,      0.7580579939,      -1.155199529,       4.320278148,      -6.214169362
          72,      -4.585752847,      -2.174859478,      -2.633497174,        0.83021674,      -1.160163372,       4.292831802,      -6.258009073
          73,      -4.626755256,      -2.238123666,      -2.655160501,      0.7266331624,      -1.188102886,       4.301724342,      -6.219574854
          74,      -4.605784701,      -2.219572183,      -2.665581148,      0.7993189124,      -1.188923649,       4.275728209,      -6.263972121
          75,      -4.645831976,      -2.282070303,      -2.684840734,      0.6965690182,       -1.21641858,       4.281007025,       -6.22664142
          76,      -4.624835214,      -2.263020204,      -2.696971502,      0.7698898381,      -1.226187283,       4.264686382,      -6.270535447
          77,      -4.688414037,         -2.342464,      -2.713444689,      0.6713931084,      -1.254977816,       4.248989599,      -6.223616271
          78,      -4.659588287,       -2.31924807,      -2.723183864,      0.7440999121,      -1.249929012,       4.259185761,      -6.261625691
          79,       -4.70269196,      -2.377646131,      -2.738158337,       0.657599179,      -1.266167988,       4.176652518,      -6.266837132
          80,      -4.725274706,      -2.410942663,      -2.777544431,      0.6709135733,      -1.278481945,        4.23306724,      -6.258088875
          81,      -4.715290133,      -2.407888062,      -2.781897679,      0.6435560697,      -1.297564359,       4.222392698,        -6.2705015
          82,      -4.735381057,      -2.439888908,      -2.801065307,      0.6572026923,      -1.308078822,       4.201169344,      -6.262871265
          83,      -4.726224058,      -2.433174782,       -2.80108064,      0.6323204157,      -1.333968935,       4.228384725,      -6.263154491
          84,      -4.718296128,        -2.4330205,      -2.816771377,      0.6678912731,      -1.344061454,       4.183071752,      -6.274193449
          85,      -4.737988938,      -2.460557611,      -2.816715246,      0.6183071974,       -1.38987404,       4.222084356,      -6.239207197
          86,      -4.706361929,      -2.426527238,      -2.824609556,      0.6896006766,      -1.375088737,       4.169366518,        -6.2845372
          87,      -4.750123641,      -2.483828804,      -2.823875166,      0.6079944373,      -1.403115869,       4.127318696,      -6.278710455
          88,      -4.743473388,      -2.479509119,      -2.865243878,      0.6411782677,      -1.408954324,        4.13294618,      -6.303712888
          89,      -4.792345889,      -2.540070314,      -2.871632926,      0.5669468743,      -1.453055462,        4.19365604,      -6.242932005
          90,      -4.762142955,      -2.502508052,      -2.876187419,       0.627747627,       -1.45382282,       4.209187265,       -6.27604306
          91,      -4.734169492,      -2.474120092,      -2.872564946,        0.62578498,         -1.474833,       4.128175465,      -6.270214926
          92,       -4.76031176,      -2.509886158,      -2.870519096,      0.6194009486,      -1.503070924,       4.118376746,      -6.294521758
          93,      -4.752569608,      -2.501141668,      -2.895403736,      0.6058030635,      -1.537997944,       4.103341418,      -6.279962897
          94,      -4.797826401,      -2.549514142,      -2.901519319,      0.5950623393,      -1.537584788,       4.106973404,      -6.302827726
          95,      -4.773887396,      -2.524103782,      -2.917274814,      0.5877676704,      -1.558089281,       4.110988598,      -6.296072224
          96,      -4.799286208,      -2.559948713,      -2.920681644,      0.5801641871,      -1.597713466,       4.074702081,      -6.312752861
          97,      -4.810572861,      -2.562187744,      -2.948680564,      0.5640827806,      -1.595260168,       4.004064268,      -6.335482146
          98,       -4.83037539,      -2.588595885,      -2.961729765,      0.5569809471,      -1.617185652,       4.088310836,      -6.319297322
          99,      -4.815270787,      -2.574830177,      -2.953338296,      0.5493264891,      -1.651960555,       4.093205063,       -6.31393433
         100,      -4.857908851,      -2.623981483,      -2.978332389,      0.5365501733,        -1.6526554,       4.022086556,      -6.337372622
         101,      -4.837618771,      -2.601185258,      -2.989960046,      0.5266703209,      -1.672980116,       4.046016411,      -6.332453752
         102,      -4.861887116,      -2.637163043,      -2.992596681,      0.5191138584,       -1.70990604,       4.010548845,      -6.347219323
         103,      -4.876180968,      -2.640844443,      -3.022800638,      0.5014076738,      -1.706106387,       3.998532795,       -6.34393021
         104,      -4.885920825,      -2.663773061,      -3.011850331,      0.4981767821,      -1.731869555,       4.027687228,      -6.365558181
         105,      -4.882116936,      -2.657676968,      -3.041244162,      0.4808234541,       -1.76222061,        3.96775286,      -6.353556348
         106,      -4.925938543,      -2.705072754,      -3.052787653,      0.4710142469,      -1.764929358,       3.979594744,      -6.377241096
         107,      -4.908118412,      -2.685488726,      -3.063478307,      0.4583805771,      -1.796221499,       3.975270141,      -6.366110362
         108,      -4.949738057,       -2.73281581,      -3.079732112,      0.4479040268,      -1.799464997,       3.949312218,      -6.390026656
         109,      -4.933090727,      -2.713361229,      -3.089864561,      0.4355647563,      -1.831049807,       3.954585782,      -6.379068625
         110,      -4.974549915,      -2.759825876,      -3.104773427,      0.4256411164,      -1.835295351,       3.928843769,      -6.403119014
         111,      -4.958746378,      -2.740836312,      -3.115138032,      0.4126465655,      -1.861559225,        4.00503369,      -6.366618544
         112,      -4.991493519,      -2.780656467,      -3.082221843,       0.415910272,      -1.875203538,       3.907770786,      -6.425986081
         113,      -4.984990494,      -2.768961786,      -3.157566798,      0.3859511541,      -1.892050324,       3.816614523,      -6.415418293
         114,       -5.00882857,       -2.80215293,      -3.143263168,      0.3812470793,      -1.915465232,       3.985892165,      -6.400811475
         115,      -5.020592605,      -2.793634536,      -3.124415232,      0.3770381509,      -1.925655518,        3.87363822,      -6.438206357
         116,      -5.036995436,      -2.831330475,      -3.187134337,      0.3532368087,      -1.941503845,       3.885710042,      -6.422631505
         117,      -5.031632245,       -2.81924792,      -3.141575215,      0.3527118433,      -1.972421579,        3.87549311,      -6.447199112
         118,      -5.082194381,      -2.872257525,      -3.225647232,      0.3258333517,      -1.973910596,       3.688211445,       -6.48349067
         119,       -5.10822059,      -2.906302437,      -3.241467977,      0.2717670671,      -1.990450138,       3.987661968,      -6.412519789
         120,      -5.048254775,      -2.839709154,      -3.166528882,      0.3525175388,       -2.02037938,       3.845616323,        -6.5010429
         121,      -5.152711108,      -2.946620236,      -3.285167896,      0.2455862013,      -2.023069307,       3.599134696,       -6.47248602
         122,       -5.12280945,       -2.91839955,      -3.255105773,      0.2787154115,      -2.039397909,       3.970166509,      -6.470038999
         123,       -5.11564562,      -2.908900257,      -3.221839042,      0.2764789002,       -2.06654731,       3.773995947,       -6.49180843
         124,      -5.167000532,      -2.959455926,      -3.312821695,      0.2494908297,      -2.065950877,        3.72554345,      -6.506269715
         125,      -5.185796717,      -2.988889011,      -3.254013482,        0.21131704,      -2.095845947,       3.853910456,      -6.492747149
         126,      -5.141416909,      -2.932447711,      -3.326264344,      0.2570119765,       -2.10900936,       3.748203998,      -6.519709035
         127,      -5.233851775,      -3.029540511,       -3.30644191,      0.1849113711,      -2.127218854,       3.759354441,      -6.509644293
         128,      -5.174367513,      -2.963302748,      -3.348019336,      0.2295645869,      -2.134779943,       3.775369731,      -6.545294487
         129,      -5.243192226,      -3.050354095,      -3.316950026,      0.1569892023,      -2.158044756,       3.719304528,      -6.518471034
         130,      -5.220378775,      -3.002825655,      -3.392721524,      0.2007269855,      -2.163994834,       3.727514803,      -6.561912834
         131,      -5.276804544,      -3.082047546,      -3.335359426,      0.1299389592,      -2.180970314,       3.792029234,      -6.518337621
         132,      -5.244059271,      -3.011706385,      -3.381155517,      0.1826450372,      -2.201101434,        3.62115033,      -6.603362493
         133,      -5.316793657,      -3.117253063,      -3.453518098,     0.08182962572,      -2.215263644,       3.697733018,       -6.52924921
         134,      -5.275881121,      -3.064474192,       -3.37888016,       0.156818036,      -2.239393329,       3.723042437,      -6.620200897
         135,       -5.34707349,      -3.150744153,       -3.48655878,      0.0538857747,      -2.250054737,       3.640646546,      -6.546505768
         136,       -5.30612156,      -3.096025146,        -3.4112708,      0.1288762329,       -2.26982005,       3.766441446,      -6.619268747
         137,      -5.368889473,      -3.178890368,      -3.456417384,     0.04334648477,      -2.289863209,       3.611659812,       -6.57194801
         138,      -5.337197955,      -3.126865265,       -3.47431649,     0.09789145612,      -2.304954175,       3.665368447,      -6.636847333
         139,      -5.401085971,        -3.2081729,      -3.482818614,     0.01471237424,      -2.320612043,       3.650458662,      -6.598607122
         140,      -5.347769433,      -3.146707762,      -3.478892075,      0.0729586213,      -2.336718101,       3.649003202,      -6.656030208
         141,      -5.427491749,      -3.236453437,      -3.524012574,    -0.01239883715,      -2.346153828,       3.545216609,       -6.62605033
         142,      -5.430937704,      -3.229631535,      -3.541001731,     0.01326165117,      -2.366113805,       3.632958998,      -6.669263231
         143,      -5.457248059,      -3.266835508,      -3.544036881,    -0.03926181111,      -2.377435695,       3.640722949,      -6.635902269
         144,      -5.402442522,      -3.205109494,      -3.537604234,     0.02078454618,      -2.393006711,       3.593662536,      -6.692146584
         145,      -5.483399569,      -3.295566201,      -3.579766893,    -0.06466617608,      -2.398665044,       3.500816187,      -6.663214781
         146,      -5.486393003,      -3.289177104,       -3.59742913,    -0.03935780043,      -2.423463116,       3.589063869,      -6.706084625
         147,      -5.512478102,      -3.327559613,      -3.598972861,    -0.09206625226,      -2.432488639,       3.597412584,      -6.673910887
