"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
         153,      -5.879542502,      -3.667057934,      -3.951258302,     -0.5544618088,      -2.650930057,       3.332573408,      -7.017639613
         154,      -5.859561621,      -3.616540908,      -3.996761546,     -0.5015938916,        -2.6519724,       3.274967406,      -7.044775389
         155,      -5.904698195,      -3.694422714,      -3.977127935,     -0.5801438188,      -2.670618877,       3.311286073,      -7.036822419
         156,      -5.884421499,      -3.643943652,      -4.023669565,     -0.5271401206,       -2.67055908,       3.253664281,      -7.063797685
         157,      -5.929234919,      -3.720960574,      -4.002266646,      -0.605042741,      -2.689827868,       3.290302684,      -7.056045917
         158,      -5.908692031,      -3.670440038,      -4.049977893,     -0.5518856623,      -2.688460851,       3.232412601,      -7.082795797
         159,      -5.953095333,      -3.746620756,       -4.02658458,     -0.6290777973,      -2.708262692,       3.269628061,      -7.075301799
         160,      -5.932332279,      -3.695965603,      -4.075586744,     -0.5757550592,       -2.70560224,       3.211205343,      -7.101767119
         161,      -5.976275948,      -3.771347205,      -4.050032955,     -0.6521750019,      -2.725849646,       3.249230527,      -7.094582387
         162,       -5.95532991,      -3.720466637,      -4.100418314,     -0.5986871825,      -2.721966187,       3.190033406,      -7.120706659
         163,      -5.998747462,      -3.795132093,      -4.072571908,     -0.6743243307,      -2.742557918,       3.229112815,      -7.113878122
         164,      -5.977662814,      -3.743954128,      -4.124405264,     -0.6206789376,      -2.737594307,       3.168922504,      -7.139611015
         165,      -6.020519129,      -3.818007466,      -4.094187086,     -0.6954819191,      -2.758432796,       3.209256661,      -7.133180098
         166,      -5.999338493,      -3.766451498,      -4.147520163,     -0.6416754355,      -2.752534092,       3.147884285,      -7.158473774
         167,      -6.041587187,      -3.840027854,      -4.114886257,     -0.7157000146,      -2.773553164,       3.189644108,      -7.152479919
         168,      -6.020352773,      -3.788042735,      -4.169757286,       -0.66177794,      -2.766915082,       3.126880773,      -7.177293239
         169,      -6.061971455,      -3.861252298,      -4.134717128,     -0.7349971888,      -2.788046123,       3.170270661,      -7.171767464
         170,      -6.040729381,      -3.808756386,      -4.191124943,     -0.6809269059,      -2.780801126,       3.106000153,      -7.196060739
         171,      -6.081688811,      -3.881718537,      -4.153683142,     -0.7533914272,      -2.801996876,       3.151129037,      -7.191033557
         172,      -6.060473938,      -3.828665348,      -4.211612119,     -0.6992331761,      -2.794324415,       3.085178535,      -7.214773797
