"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
          18,      -3.655703323,      -1.230172989,      -1.417557709,       1.768498139,     -0.9836631252,       5.064066018,      -6.019474893
          19,      -3.637721601,      -1.204554013,      -1.361796535,       1.792880811,     -0.8678659363,       4.614097483,      -5.815668083
          20,      -3.701018994,      -1.296462903,      -1.503849007,        1.70447996,     -0.7417671933,       4.337427952,      -5.822640015
          21,      -3.672200729,      -1.259175388,      -1.382846626,       1.741448439,     -0.6292622961,       4.632826158,      -5.848561392
          22,      -3.749676395,      -1.368886206,      -1.591130019,       1.635987953,     -0.5030921516,       4.831529474,      -6.030343533
          23,      -3.709124755,      -1.332032819,      -1.421814512,       1.675942466,     -0.4103531861,       4.412875877,      -5.903314492
          24,       -3.76108924,      -1.416373652,      -1.582729638,       1.599423986,     -0.3088518039,        4.58621208,      -6.086176943
          25,      -3.716435574,      -1.392192004,      -1.454807714,       1.635585923,     -0.2539660328,       4.285663642,      -5.933434596
          26,       -3.77271683,      -1.493492439,      -1.609769063,       1.542785138,     -0.1896644723,       4.672467738,      -6.201037129
          27,      -3.714519776,       -1.46886745,      -1.459947819,       1.587950926,     -0.1841179978,       4.164099201,      -5.971143607
          28,      -3.764282024,      -1.559865329,      -1.609058325,       1.500406005,     -0.1613169397,       4.607977606,      -6.243458043
          29,      -3.702136466,      -1.517633611,      -1.465320146,       1.553666783,      -0.203436667,       4.390780012,       -5.93481178
          30,      -3.720118372,      -1.546282091,      -1.549425945,       1.522268432,     -0.2102845559,       4.791366686,      -6.102109746
          31,      -3.649826538,      -1.488442551,      -1.435348765,       1.592658497,     -0.2526067128,       4.301093832,      -6.206457541
          32,      -3.721498032,      -1.547290028,      -1.617959901,       1.509720355,     -0.2375508063,       4.509609918,      -6.026666053
          33,      -3.673538933,      -1.486370937,      -1.468724621,       1.553189012,     -0.2602358272,        4.10370484,      -6.332376348
          34,      -3.729463841,      -1.516381638,      -1.643251229,       1.505721449,     -0.2370183773,       4.582682388,      -5.808495955
          35,      -3.734311012,      -1.508874805,       -1.51431446,        1.49291753,      -0.250288798,       4.307283494,      -6.052947317
          36,      -3.770919253,      -1.508602948,      -1.683100547,       1.493532594,     -0.2485845253,       4.681234205,       -5.99890387
          37,      -3.774237831,      -1.488254259,      -1.607031084,       1.489275916,     -0.2422892935,       4.462264641,      -6.175715134
          38,        -3.7942926,      -1.465749214,       -1.71667011,       1.517320101,     -0.2586027798,       4.197861732,      -5.968916741
          39,      -3.837004348,      -1.503422691,      -1.652421959,       1.473200852,     -0.2433961962,        4.36227558,      -6.154809314
          40,      -3.861658145,      -1.488606557,      -1.775997079,        1.50489756,     -0.2695960729,        4.37953058,      -6.017786862
          41,      -3.907147912,      -1.529609623,      -1.712902981,       1.450889778,     -0.2522290931,       4.353762941,       -6.19613806
          42,      -3.932037006,      -1.521714584,      -1.847523304,        1.48128917,     -0.2881328094,       4.357578484,      -6.080994312
          43,      -3.977404893,      -1.566853196,      -1.789167132,       1.421130432,     -0.2785301354,       4.312861342,      -6.260432972
          44,      -3.999429902,      -1.559876647,      -1.915124667,       1.451254797,     -0.3228489778,       4.416407099,      -6.327883655
          45,      -4.083200204,      -1.627461964,      -1.902675822,       1.367170953,     -0.3514378017,       4.327445345,      -6.442058998
          46,      -4.093047496,      -1.620661266,      -1.947699757,       1.392031081,     -0.4405056339,       4.108585697,      -6.365979024
          47,      -4.161328748,      -1.677332838,      -1.998456951,       1.301452318,     -0.4674159579,       4.134519717,      -6.432570416
          48,       -4.14893356,      -1.656592962,      -2.051393748,       1.328491353,     -0.4928152414,        4.14779923,      -6.344577488
          49,       -4.20395665,      -1.711473091,      -2.034509196,       1.255120011,     -0.5201837955,       4.233593182,      -6.424196571
          50,      -4.199717322,      -1.705699057,      -2.069911533,       1.280997689,     -0.5842508801,       4.130753745,      -6.310889015
          51,      -4.245551232,      -1.747070646,      -2.114219741,       1.206724418,     -0.6121074469,       4.209402483,      -6.363429396
          52,      -4.231454153,      -1.720176704,      -2.166871237,       1.233763368,     -0.6399391111,       4.162222934,      -6.321346398
          53,      -4.286862512,      -1.780001859,      -2.175532877,       1.156710677,     -0.6709070194,        4.25419579,      -6.366676944
          54,      -4.287512069,      -1.770409256,      -2.175215494,       1.182801982,     -0.7298661056,       4.183286616,      -6.299529412
          55,      -4.329381983,      -1.814708458,      -2.219765095,       1.113685443,     -0.7602904096,       4.230748111,      -6.321649626
          56,        -4.3173964,       -1.78796106,      -2.243961152,       1.137583678,     -0.7932706771,       4.188872407,      -6.308812877
          57,      -4.368550777,      -1.850825896,      -2.262204877,       1.068438146,     -0.8246330052,       4.253088243,      -6.327990127
          58,       -4.37283453,      -1.844012609,      -2.248990463,       1.089519306,     -0.8810164315,        4.18758346,      -6.291328882
          59,      -4.408211101,      -1.890595163,      -2.303479947,       1.029665566,     -0.9105042874,       4.216901274,      -6.296833667
          60,       -4.39853901,      -1.867552772,      -2.313129064,       1.044414569,     -0.9456573832,       4.223014246,      -6.314021502
          61,      -4.460348957,      -1.949132598,      -2.323930047,      0.9866607234,     -0.9859775793,       4.164424304,      -6.277623618
          62,      -4.438051521,      -1.912037637,      -2.347115612,       1.001307987,      -1.021613063,       4.192806887,      -6.293657606
          63,       -4.48085453,      -1.973451052,       -2.38141064,      0.9463568126,      -1.042427303,       4.188132144,      -6.292430627
          64,      -4.489406101,      -1.973467445,      -2.367836618,       0.954726787,      -1.086310115,       4.132412371,      -6.284718022
          65,       -4.51709129,      -2.011519467,      -2.416090346,      0.9112661407,      -1.107199044,       4.137890285,      -6.281048673
          66,      -4.509979065,      -2.004281668,      -2.418902105,      0.9112070306,      -1.138307083,       4.148865033,      -6.299333069
          67,      -4.565963362,       -2.08222927,      -2.448186454,       0.868037345,      -1.164670275,        4.06879043,      -6.274839936
          68,      -4.545740901,      -2.044807792,      -2.450322641,       0.874215415,      -1.198048991,       4.096799362,       -6.29597197
          69,      -4.582908891,      -2.115880194,      -2.499162328,      0.8282007443,       -1.21794931,       4.028791321,       -6.31716741
          70,      -4.600103918,      -2.126834319,      -2.515816671,      0.8171950745,      -1.242094838,       4.030026451,      -6.286804959
          71,      -4.617315147,      -2.147410394,      -2.531574509,       0.800034773,      -1.272447591,        4.07012039,      -6.314113772
          72,      -4.632351845,      -2.178808553,      -2.558522433,      0.7781694761,       -1.30257551,       3.955826702,      -6.291741319
          73,      -4.648904526,      -2.212314003,      -2.579836466,       0.760619891,      -1.322685289,        3.98678908,      -6.318424954
          74,      -4.647539261,      -2.209892995,      -2.598292021,      0.7394789579,      -1.345626238,       3.969958457,      -6.303105316
          75,      -4.693574511,      -2.273212798,      -2.618306612,      0.7216871027,      -1.374387583,       3.918603089,      -6.322569964
          76,      -4.679160029,      -2.259334034,      -2.639217988,      0.7045473774,       -1.39221483,       3.906644869,      -6.314508601
          77,       -4.70562414,      -2.296007745,      -2.653821264,      0.6863303871,      -1.416215936,       3.920537414,      -6.331954675
          78,      -4.722480904,       -2.31843949,      -2.677622541,       0.666135268,      -1.441682436,       3.842457893,      -6.323134392
          79,      -4.735372115,      -2.351135786,      -2.696403798,      0.6527691804,      -1.468112798,       3.861501388,      -6.344394975
          80,      -4.733910718,      -2.346643045,      -2.710960422,      0.6302897738,      -1.487260658,       3.845940874,      -6.334173442
          81,      -4.777454276,      -2.405460223,      -2.736068066,      0.6160223811,      -1.510645204,       3.801382145,      -6.353708021
          82,      -4.762530417,      -2.386441185,      -2.747832607,      0.5987528964,      -1.544164234,       3.816777307,      -6.345387188
          83,      -4.803395905,       -2.44408288,      -2.773483692,      0.5832906874,      -1.555602841,       3.760953326,      -6.364891794
          84,      -4.788529789,       -2.42244632,      -2.781935093,      0.5667054522,      -1.579008476,       3.756583731,       -6.36227664
          85,      -4.811954972,      -2.465850956,      -2.799647979,      0.5520643341,      -1.615454621,       3.765259739,      -6.375166079
          86,      -4.828583399,      -2.467770001,      -2.818546716,      0.5338182181,      -1.619251883,       3.703342386,      -6.374896539
          87,       -4.83854377,      -2.496831408,      -2.832268969,      0.5227034351,      -1.646134555,        3.72100102,      -6.392215676
          88,      -4.836894507,      -2.487255244,      -2.843317696,      0.5028267403,      -1.654726815,       3.703745446,      -6.386012542
          89,       -4.87835203,      -2.529193456,      -2.867547576,      0.4907784914,      -1.678695027,       3.671587644,      -6.405166093
          90,      -4.863155325,      -2.513076508,      -2.873419764,      0.4746682726,      -1.713804956,       3.681253343,       -6.39961691
          91,      -4.902358485,      -2.565956995,      -2.900351543,      0.4604795799,       -1.68981478,       3.638140847,      -6.418735219
          92,      -4.887438742,       -2.53200059,       -2.90067478,      0.4462574782,      -1.745727251,        3.65203969,      -6.413680431
          93,       -4.92641157,      -2.589968298,      -2.927428643,      0.4323723765,      -1.754311117,       3.611555774,      -6.432753041
          94,      -4.911655524,      -2.568597593,      -2.931541778,      0.4175467686,      -1.777175554,       3.608550891,      -6.433596394
          95,      -4.933643198,      -2.607200281,      -2.947297445,      0.4039577485,      -1.811680336,       3.614086724,      -6.443526108
          96,      -4.950873967,       -2.60594437,      -2.964208488,      0.3889014988,      -1.812487367,       3.564257088,      -6.448840233
          97,       -4.95988347,      -2.633134515,      -2.973628505,      0.3766020517,      -1.843602423,       3.655606388,      -6.446665287
          98,      -4.970758583,      -2.630366277,       -2.97012563,      0.3724224854,      -1.851836935,       3.531178089,      -6.467279148
          99,        -4.9845769,       -2.65873135,      -3.011466406,      0.3451704396,      -1.873607766,       3.466302554,      -6.478545944
         100,      -4.984581882,      -2.647613352,      -3.010594107,      0.3314069969,      -1.896009801,       3.614236834,      -6.466018367
         101,       -5.02063222,      -2.693733358,      -3.011586531,       0.330237367,      -1.910073018,       3.512923057,      -6.496787355
         102,      -5.011200048,      -2.673966698,      -3.046992678,       0.302443613,      -1.920939661,        3.49030077,      -6.487769214
         103,      -5.029584964,      -2.709522669,      -3.028622009,      0.3007533971,      -1.954431042,       3.527734222,      -6.508201087
         104,      -5.051990924,      -2.708667913,      -3.074812618,      0.2754889805,      -1.956092058,       3.379321293,       -6.51407073
         105,      -5.061853527,      -2.736513117,      -3.078511293,       0.261931669,      -1.980687887,       3.566696158,      -6.512495354
         106,      -5.074408396,       -2.73529903,      -3.077482764,      0.2590413563,      -1.992492323,       3.435061917,      -6.532582148
         107,      -5.087673856,      -2.762812624,       -3.11621347,      0.2317207899,      -2.014426178,       3.450375042,      -6.528886119
         108,      -5.101994572,      -2.761503242,        -3.1046446,      0.2300903376,      -2.026329264,       3.431411396,      -6.549171326
         109,      -5.114610114,      -2.788558076,      -3.140561933,      0.2037875242,      -2.047836236,       3.429268567,      -6.545522896
         110,      -5.129360099,      -2.787618584,       -3.13176998,      0.2021891806,       -2.06030525,       3.407232297,      -6.565844655
         111,      -5.141899268,      -2.814439211,       -3.16623435,      0.1759820553,      -2.081089351,       3.405111543,      -6.562321214
         112,      -5.157191823,      -2.813588465,      -3.157979747,      0.1745004792,      -2.090927952,       3.433999773,       -6.57599402
         113,      -5.166041812,      -2.840815269,      -3.173798496,      0.1580289644,      -2.117975992,       3.375999336,      -6.581515542
         114,      -5.185663919,      -2.839103339,      -3.194075174,      0.1449382959,      -2.124896598,       3.341762157,      -6.593685991
         115,      -5.195147108,      -2.866614261,      -3.199310596,      0.1287296285,      -2.145332437,       3.368360982,       -6.60499952
         116,      -5.196711463,      -2.856191463,      -3.210355832,       0.115045004,      -2.161386927,       3.339483695,      -6.606058724
         117,      -5.239534835,      -2.901239456,      -3.236766193,      0.1017060077,      -2.177005809,        3.32361928,      -6.623162252
         118,      -5.227943217,      -2.883295365,      -3.236096193,     0.08687598029,      -2.189306827,       3.320981119,      -6.630033538
         119,      -5.250157443,      -2.919034035,        -3.2538605,     0.07083538168,      -2.207597951,       3.310244756,      -6.635341856
         120,      -5.272474742,      -2.917734235,      -3.270758932,       0.060196395,      -2.219990025,       3.276694836,      -6.648679186
         121,      -5.282103527,      -2.947025192,      -3.277945041,     0.04247046957,      -2.237380197,       3.294621065,      -6.659261969
         122,      -5.283816864,      -2.936741252,      -3.288942298,     0.02818015038,      -2.249038577,       3.265322628,      -6.661076598
         123,      -5.327649195,      -2.982695917,      -3.316944577,     0.01462851708,      -2.269100033,       3.249596487,      -6.677985963
         124,      -5.316163691,      -2.965408657,      -3.315086704,   -0.001177035511,      -2.279924285,       3.248342285,      -6.685848005
         125,      -5.338683146,      -3.001960723,       -3.33405556,    -0.01753825124,      -2.295513478,       3.235567703,      -6.690314298
         126,      -5.361575803,      -3.000583249,      -3.351210001,    -0.02856172498,      -2.310955416,       3.204647742,      -6.705053795
         127,      -5.371574021,      -3.031020332,      -3.358470838,     -0.0468280738,      -2.327250481,       3.221904095,      -6.715107761
         128,       -5.37308855,      -3.020572871,      -3.369145695,    -0.06144203895,      -2.337103928,       3.192328308,       -6.71766899
         129,      -5.417860386,      -3.067237966,      -3.398901544,    -0.07529123043,      -2.358981271,       3.177214358,       -6.73448236
         130,      -5.406132292,       -3.05009076,      -3.395486186,    -0.09141024939,      -2.369118318,       3.177175848,      -6.743164228
         131,      -5.429003014,      -3.087247108,      -3.415401433,      -0.107910693,      -2.383377882,       3.162360204,      -6.747171274
         132,      -5.452029776,      -3.085679436,      -3.433182845,     -0.1191819477,       -2.39995739,       3.133920275,      -6.762930076
         133,      -5.462480271,      -3.116855282,      -3.439771538,     -0.1376085451,      -2.415538062,       3.150680037,      -6.772708617
         134,      -5.463463401,      -3.106212357,      -3.450371354,     -0.1519869996,      -2.423987347,       3.116459549,      -6.782746168
         135,      -5.488983677,       -3.14400379,      -3.468932669,      -0.167125155,      -2.437380839,        3.11665324,      -6.792978743
         136,      -5.492029437,      -3.133123171,       -3.47496942,     -0.1800917743,      -2.445455729,       3.097297319,      -6.802990151
         137,      -5.517772919,      -3.171418384,      -3.494427628,     -0.1961449179,      -2.458328098,        3.09206116,      -6.813215865
         138,      -5.520798689,      -3.160656835,      -3.501255337,     -0.2094240779,      -2.466474115,       3.072967329,      -6.823388666
         139,      -5.546982354,        -3.1995219,      -3.521086325,     -0.2259047934,      -2.479306765,       3.067473518,      -6.833581574
         140,      -5.549852479,      -3.188815278,      -3.527807991,     -0.2394406117,      -2.486670232,       3.070213437,      -6.842310934
         141,      -5.575091349,      -3.229260232,      -3.538282045,      -0.249958722,      -2.502698264,        3.04002443,      -6.854621132
         142,      -5.579225693,      -3.217145906,      -3.559531913,     -0.2708512463,      -2.510036368,       2.996273416,      -6.864623412
         143,      -5.606160599,      -3.256915364,      -3.575187751,     -0.2877222129,      -2.523111249,       3.029605177,      -6.874800672
         144,      -5.608472456,      -3.246159049,        -3.5817337,     -0.3008187559,      -2.531196202,       3.023801616,      -6.883800182
         145,      -5.634014794,      -3.287219452,      -3.593093831,     -0.3112716969,      -2.547561299,       2.991988945,      -6.896058962
         146,      -5.637858323,      -3.274882179,      -3.614437011,     -0.3324909673,      -2.555600717,       2.948660352,      -6.906290339
         147,      -5.665105963,      -3.314970806,      -3.630118754,     -0.3494364584,      -2.568988187,       2.982240181,      -6.916474479
         148,      -5.666989797,      -3.303971186,      -3.636386502,     -0.3621226767,      -2.578640654,       2.955466212,      -6.927238302
         149,      -5.694055614,      -3.343964775,      -3.658106783,     -0.3790936972,       -2.59212082,       2.948127468,      -6.937424408
         150,      -5.695968209,      -3.332784575,      -3.663845116,     -0.3921167928,      -2.142601994,       2.937245364,      -6.948319531
         151,      -5.660911401,      -2.704012799,      -3.263532568,     -0.1366461302,      -2.177525307,       2.949806349,      -6.956487479
         152,      -5.706212312,      -3.182683444,      -3.479511422,     -0.3372422503,      -2.369249025,       2.902686312,      -6.973693321
         153,      -5.722748308,      -3.322330438,       -3.66866953,     -0.4147666329,      -2.588459288,       2.893524937,       -6.97961737
         154,      -5.746700806,      -3.356957287,      -3.697564091,     -0.4375342966,      -2.623951084,       2.897752626,       -6.99104152
         155,      -5.777387689,      -3.412310066,      -3.727180215,     -0.4575455222,      -2.646118778,       2.883080899,      -7.001155715
         156,      -5.778948652,      -3.408115741,       -3.73742943,     -0.4728601789,      -2.659845956,       2.863425817,      -7.012120335
         157,      -5.806543075,      -3.451630037,      -3.760335757,     -0.4911482559,      -2.673115894,       2.855984318,      -7.022482928
         158,      -5.807941076,      -3.441745902,        -3.7665703,     -0.5032224206,      -2.683251424,       2.840916488,      -7.033371949
         159,      -5.834932623,      -3.482667017,      -3.786862783,     -0.5206892421,      -2.697165613,       2.779511007,      -7.047823709
         160,       -5.83966519,      -3.469278364,      -3.812045903,     -0.5447496596,      -2.701006858,       2.825528476,       -7.05332681
         161,      -5.861588907,      -3.510922445,      -3.794570663,     -0.5445226391,      -2.718421499,       2.824183533,      -7.069305743
         162,      -5.865513054,      -3.496501381,      -3.838603205,     -0.5694961087,      -2.722146158,       2.781121853,       -7.07434315
         163,       -5.88719237,      -3.537343057,       -3.81770378,     -0.5690215137,      -2.739666562,       2.801517807,      -7.094488191
         164,      -5.867117869,      -3.510926826,      -3.851541951,     -0.5981829085,      -2.737361479,       2.779558865,      -7.095368244
         165,      -5.907349007,      -3.559852063,      -3.839216152,     -0.5911885679,       -2.75545831,       2.752294369,      -7.123011926
         166,      -5.928579169,      -3.584289652,      -3.907722073,     -0.6603021614,      -2.751245396,       2.790743689,       -7.10803547
         167,      -5.890948467,      -3.536786192,      -3.840642777,     -0.5788005595,      -2.770456898,       2.767189506,      -7.145737786
         168,      -5.948790405,      -3.603051678,      -3.922004744,     -0.6806917288,      -2.766891234,        2.68449987,      -7.136341455
         169,       -5.95081853,      -3.606115305,      -3.881746795,     -0.6333944784,      -2.784841064,       2.780885778,      -7.159917258
         170,      -5.933178097,        -3.5785435,      -3.919151122,     -0.6606194749,      -2.780770956,       2.706829465,      -7.159127131
         171,      -5.973077201,      -3.626608061,      -3.897417694,     -0.6534491119,      -2.799715108,       2.691903821,      -7.187690228
         172,      -5.994155338,      -3.651423787,       -3.97375759,     -0.7239370931,      -2.796299742,       2.691342275,       -7.17904622
         173,      -5.992748294,      -3.650160937,      -3.921645999,     -0.6733072335,      -2.814303605,       2.729915622,       -7.20297652
         174,      -5.975785717,      -3.622472011,      -3.961807711,      -0.701285663,      -2.810288488,       2.660209094,      -7.201563602
         175,      -6.014626727,      -3.669824808,      -3.934411702,     -0.6927683886,      -2.829384991,       2.652128043,      -7.230541769
         176,       -6.03508918,      -3.694627957,      -4.015608597,     -0.7637751229,      -2.826231068,        2.64726442,      -7.221429074
         177,      -6.033454535,      -3.692673828,      -3.958096652,      -0.711708114,      -2.845180025,       2.664093732,       -7.25216566
         178,      -6.052793902,       -3.71548034,      -4.036971114,     -0.7815405111,      -2.842270703,       2.618292781,      -7.242368784
         179,      -6.051263047,      -3.712601564,      -3.974537383,     -0.7288193257,      -2.860820113,       2.643778438,      -7.273497765
         180,      -6.070239634,      -3.735217598,      -4.055850415,     -0.7987162155,      -2.858106106,       2.596757497,      -7.263324916
         181,      -6.068610946,      -3.731863587,      -3.990897408,     -0.7453558122,      -2.876291795,        2.62407304,      -7.294713421
         182,      -6.087144323,      -3.754339528,      -4.074262653,      -0.815204309,      -2.873717793,       2.575902829,      -7.284219293
         183,      -6.085326175,      -3.750521521,      -4.006690345,     -0.7611163567,      -2.891600599,       2.604535308,      -7.315833386
         184,      -6.103277607,      -3.772854429,      -4.092059104,     -0.8308960208,      -2.889106058,       2.555359446,      -7.305031625
         185,      -6.101272348,         -3.768613,      -4.021993399,     -0.7760994958,      -2.906703467,       2.585188421,      -7.336858858
         186,      -6.118570006,      -3.790890244,      -4.109231411,     -0.8457448464,      -2.904671032,        2.51739301,      -7.329572131
         187,      -6.136900018,      -3.816724238,      -4.049010116,     -0.8088687441,      -2.922088821,       2.566479039,      -7.357261935
         188,      -6.132935723,      -3.810521916,      -4.130970951,     -0.8594207319,      -2.919874996,       2.536973127,       -7.34630923
         189,      -6.128765016,       -3.80241705,      -4.051095965,     -0.8021867102,      -2.936717155,       2.542288119,      -7.378621332
         190,       -6.14493786,      -3.824385791,      -4.140823145,      -0.871855798,      -2.934495147,       2.476464471,       -7.37050202
         191,      -6.163033118,      -3.848970783,      -4.076091229,     -0.8341590104,      -2.951369458,       2.528870452,      -7.398836568
         192,      -6.158002482,      -3.842746107,      -4.161492457,     -0.8842180692,      -2.949293112,       2.480614581,      -7.390827302
         193,      -6.174042469,      -3.864045569,       -4.08963634,     -0.8451263046,      -2.965831488,       2.505652305,       -7.41944658
         194,      -6.168618477,      -3.857657604,      -4.175595448,     -0.8949256026,      -2.963551658,       2.459749664,      -7.410972353
         195,      -6.184692077,      -3.878406588,      -4.101733687,     -0.8557452298,      -2.979888677,       2.487471593,      -7.439945316
         196,      -6.178664645,      -3.872071187,      -4.189155004,     -0.9051274053,      -2.977389262,       2.440395064,      -7.430987012
         197,      -6.194868512,      -3.892348857,      -4.113709089,     -0.8659741141,      -2.993610672,       2.469515256,      -7.460309617
         198,      -6.188160545,      -3.886034856,      -4.202251755,     -0.9148154095,      -2.990891547,       2.421297925,      -7.450866372
         199,      -6.204531403,      -3.905868259,      -4.125430975,     -0.8757511086,      -3.007107968,       2.451673517,      -7.480538722
         200,      -6.197158449,      -3.899688121,      -4.214948689,     -0.9240253255,      -3.004140254,       2.402348294,      -7.470605801
         201,      -6.213752073,      -3.919052196,      -4.136916979,      -0.885028526,      -3.020391278,       2.434018529,      -7.500626167
         202,      -6.205693876,      -3.913046541,      -4.227272191,     -0.9328281263,      -2.251228701,       2.406132949,      -7.488775425
         203,      -6.000484302,      -2.783568816,      -3.418059685,     -0.3431789483,      -2.270267046,       2.507085643,      -7.497251622
         204,      -6.079210821,      -3.315864396,      -3.645513106,      -0.581088178,       -2.49002402,       2.400454075,      -7.505606424
         205,      -6.147774514,      -3.561164178,      -3.949339419,     -0.7464229095,       -2.91521964,       2.284917378,      -7.533410356
         206,      -6.254453408,      -3.780954932,      -4.162562837,      -0.885630782,      -2.981849685,       2.355515141,      -7.524834568
         207,       -6.21544367,      -3.836493676,      -4.120775694,     -0.8687042312,      -3.008383635,       2.419996153,       -7.55362786
         208,       -6.18637167,      -3.847261868,      -4.200191171,     -0.8962941885,      -3.004868877,       2.328723189,      -7.544410611
         209,      -6.223233243,      -3.909818214,      -4.152690142,      -0.888525939,      -2.457881087,        2.35448378,       -7.57679783
         210,      -6.145384373,      -3.005730917,      -3.622955207,     -0.6150601194,      -2.541962979,       2.346702643,      -7.557349877
         211,      -6.172556788,      -3.553389611,      -3.926409206,     -0.7799486084,      -2.684499596,       2.373672777,       -7.59242833
         212,      -6.275321086,      -3.837289983,      -4.193655343,     -0.9184400049,      -2.261926037,       2.280538763,      -7.576961638
         213,      -5.995304224,      -2.775172537,      -3.413597194,     -0.3310267063,      -2.278134492,       2.457622256,      -7.584545237
         214,      -6.082852038,      -3.317294151,       -3.66071001,     -0.5854891962,      -2.491150462,       2.199860697,      -7.613646563
         215,      -6.215303014,      -3.626582628,      -4.008775771,     -0.8134168417,       -2.94200856,        2.35662476,      -7.609945646
         216,       -6.24087925,      -3.790353308,      -4.131716242,     -0.8606427606,      -3.050889658,       2.311202518,      -7.630059633
         217,      -6.252331401,      -3.886091663,      -4.230926486,     -0.9229825454,      -3.069261089,       2.238497883,      -7.637812211
         218,      -6.270697877,      -3.968278177,      -4.220470705,     -0.9700229081,      -3.077876942,       2.304591974,      -7.647972065
         219,      -6.263392551,      -3.962705991,      -4.288904382,     -0.9471312849,      -3.092083006,       2.235173711,      -7.656703701
         220,      -6.280998505,      -4.028758822,      -4.241315755,     -0.9850415418,      -3.108221402,       2.291811383,      -7.666500174
         221,      -6.271686109,      -3.999540875,      -4.310323662,     -0.9607699916,      -3.122741778,       2.215560501,      -7.674993735
         222,      -6.289982014,      -4.063088769,      -4.256262406,     -0.9980021149,      -3.142876549,       2.274479155,      -7.684840948
         223,      -6.280454134,       -4.02079903,      -4.325142849,     -0.9706466417,       -3.15333905,       2.196598099,      -7.693012314
         224,      -6.298935878,      -4.083379003,      -4.269145296,       -1.00821809,      -3.172597318,       2.257208622,      -7.702979843
         225,      -6.289070603,      -4.035380975,      -4.337534962,     -0.9791327193,      -3.178270693,       2.178224293,      -7.710820183
         226,      -6.307821541,      -4.097545415,      -4.281496588,      -1.017324582,      -3.194795851,       2.240167808,       -7.72092877
         227,       -6.29779533,      -4.048003815,      -4.348636625,     -0.9874376454,      -3.197399104,       2.160228185,      -7.728434469
         228,      -6.316825384,      -4.110327463,      -4.293504571,      -1.026496567,      -3.211579756,       2.223306543,      -7.738690787
         229,      -6.306756167,      -4.060550256,      -4.359530681,     -0.9961039382,      -3.213012928,       2.142475502,      -7.745865739
         230,      -6.326072232,      -4.123154108,      -4.305517584,      -1.036003797,      -3.225745444,       2.206588306,      -7.756269943
         231,      -6.315987865,      -4.073274532,      -4.370600516,      -1.005192852,      -3.227060355,       2.124894986,      -7.763122558
         232,      -6.335570611,      -4.136017741,      -4.317668722,      -1.045806378,      -3.238927146,       2.189980978,      -7.773669091
         233,      -6.325462976,      -4.086040666,      -4.381847368,       -1.01455578,      -3.240463767,       2.107499385,      -7.780205311
         234,      -6.345257915,      -4.148879331,      -4.329912025,      -1.055813186,      -3.251770369,       2.173490204,      -7.790887809
         235,        -6.3351265,      -4.098878795,      -4.393218363,      -1.024157612,      -3.253616375,       2.090214602,      -7.797118298
