"Outer_Iter",   "rms[Rho][0]"  ,  "rms[RhoU][0]"  ,  "rms[RhoV][0]"  ,  "rms[RhoE][0]"  ,    "rms[k][0]"   ,    "rms[w][0]"   ,    "rms[T][1]"   
           0,       -1.86622603,      0.5877742926,      -13.76377866,       3.764725058,      -3.334110307,       4.364501312,      -4.502541879
           1,      -2.056182919,      0.1264416067,     0.06513116139,       3.316746683,      -3.029352439,       4.934590644,      -5.164816346
           2,      -2.186698106,    -0.04931460668,      -0.024679223,       3.096992708,      -2.799221499,       6.310551162,      -4.908923002
           3,      -2.539317184,      0.1643960898,     -0.2060519342,       2.757668368,      -2.554304833,       6.534259422,      -4.942952619
           4,      -2.831180964,    -0.08186178721,     -0.6265918981,       2.681331127,      -2.512614704,         6.6093063,      -5.377492796
           5,      -3.164166666,     -0.5264030224,      -0.830039641,       2.397051573,      -2.544916633,       6.260924616,      -5.617957612
           6,      -3.364305648,     -0.7254121476,      -1.050887016,       2.169915144,      -2.425564861,       5.652272814,      -5.535987227
           7,      -3.432720308,     -0.8675057669,      -1.107073808,        2.08945172,      -2.296518652,       5.220450538,       -5.81993867
           8,      -3.525326462,     -0.9852167526,      -1.238092218,       1.980631594,      -2.166668514,       4.765791143,      -5.564787483
           9,      -3.548430794,      -1.042781912,      -1.237179888,       1.937420005,      -2.044209677,       4.569729289,      -5.730995587
          10,      -3.610477739,      -1.122114475,       -1.34826919,         1.8615804,      -1.928827709,       4.759781061,      -5.580016608
          11,      -3.622093186,      -1.160920811,      -1.334482567,       1.833252124,      -1.818769685,       4.973910492,      -5.792001378
          12,      -3.664068771,      -1.217146496,      -1.403631812,       1.780324679,      -1.721489844,       5.126036399,      -5.973935114
          13,      -3.698273698,      -1.260677992,       -1.46434308,       1.739133615,      -1.619475654,       4.993661962,      -6.141374317
          14,      -3.730407554,      -1.311066404,      -1.465630598,       1.688992721,      -1.531265268,       4.573404498,      -6.044976791
          15,      -3.717759451,      -1.302067363,      -1.452491151,        1.70453473,      -1.442866307,       4.471104294,      -6.073036808
          16,      -3.747307522,      -1.334965456,      -1.525819915,       1.671142137,      -1.360864764,       4.366020654,      -5.839616791
          17,      -3.735388946,      -1.332042807,      -1.498835384,       1.676638833,      -1.255139264,       4.863771426,      -6.249088648
          18,      -3.809504488,      -1.416404311,      -1.622297484,       1.595490728,      -1.137573891,       4.863304393,      -6.254955274
          19,      -3.783076969,      -1.393003165,      -1.523422171,       1.617127789,      -1.033892866,       4.600554923,      -6.342938722
          20,      -3.854420992,      -1.480231042,      -1.695105915,       1.533417447,      -0.908492566,       4.098618222,      -6.329091835
          21,      -3.823726791,      -1.454103212,      -1.565757809,       1.559290591,     -0.8063319885,       4.083494843,      -6.249570234
          22,      -3.893064818,      -1.542825353,      -1.744689589,       1.474519344,     -0.6831914694,       4.324381792,        -6.3588482
          23,      -3.853030962,      -1.514863579,      -1.599241247,       1.506554287,     -0.5976422131,       4.318969264,      -6.091754778
          24,      -3.906003249,      -1.593900304,      -1.744900754,       1.433345427,     -0.4984602595,       4.211037835,       -6.28336959
          25,      -3.865206244,      -1.575830832,      -1.627746579,       1.463905667,     -0.4475907698,       3.998321093,      -6.006163889
          26,      -3.919307261,       -1.67073102,      -1.767329567,       1.375133372,     -0.3837550894,       4.644987552,      -6.330379917
          27,      -3.865825067,      -1.648327524,      -1.630594503,       1.416491946,     -0.3805733464,       4.191927801,      -6.112248342
          28,      -3.927897357,       -1.74493974,      -1.805708058,       1.317063565,     -0.3494499668,       4.799017779,      -6.275024707
          29,      -3.859932584,      -1.701199346,        -1.6295984,       1.366318193,      -0.388435533,       4.545191801,       -6.05351557
          30,      -3.879378767,       -1.72751257,      -1.728115867,       1.340216232,     -0.3837535991,       4.759620756,      -6.090336164
          31,      -3.812416842,      -1.673729723,      -1.617494735,       1.400996228,     -0.4314692526,       4.134793781,       -6.28137136
          32,      -3.885582894,      -1.726473969,      -1.796213066,       1.323420852,      -0.415632968,       4.510825291,      -6.033831522
          33,      -3.840142574,      -1.668045768,      -1.653299587,       1.363127679,     -0.4529941614,       4.230843318,      -6.458877123
          34,       -3.89717519,      -1.688006122,      -1.819557356,       1.324548347,     -0.4265812365,       4.609040442,      -5.863413939
          35,      -3.901811205,      -1.679084202,       -1.69024625,       1.319623593,     -0.4507780138,       4.455888123,        -6.2408346
          36,      -3.941780892,      -1.674474253,      -1.867181906,       1.324842262,     -0.4465212216,       4.516377288,      -5.989151205
          37,      -3.938216604,      -1.649612453,      -1.768563603,       1.333629516,     -0.4444485416,       4.191270028,      -6.108037537
          38,      -3.974282019,      -1.628249147,      -1.944384126,       1.357988017,     -0.4598795685,        4.21900694,      -5.853183414
          39,      -4.001200574,      -1.656460738,      -1.804178648,        1.32818227,     -0.4418563117,       4.555937353,      -6.030707307
          40,      -4.038226484,      -1.647522938,      -1.998188761,        1.35351589,     -0.4709100169,       4.538578746,      -5.899275164
          41,      -4.070225931,      -1.685760805,      -1.868712432,       1.310317827,     -0.4470369011,       4.604533525,      -6.085211625
          42,      -4.107703689,      -1.681109161,      -2.065715032,       1.330446544,     -0.4854549088,       4.542859827,      -5.973671334
          43,       -4.13765899,      -1.724985282,      -1.944377377,       1.279945034,     -0.4721065303,       4.548286024,       -6.17501581
          44,      -4.170790698,      -1.721812243,      -2.139832867,       1.296251119,     -0.5186796199,       4.537027474,      -6.173792839
          45,      -4.235294295,       -1.78794637,      -2.049503771,       1.220698939,     -0.5452175837,       4.548681946,       -6.42596821
          46,      -4.261941389,       -1.78818092,      -2.191849733,        1.22411923,      -0.632028091,       4.301565074,       -6.30059864
          47,      -4.308295078,      -1.839301768,      -2.136096617,        1.14830371,     -0.6534014676,       4.293059202,      -6.456159171
          48,      -4.292221678,      -1.804550971,      -2.267299265,       1.180945853,     -0.6856719243,       3.931616624,       -6.36569832
          49,      -4.365138302,      -1.893807718,      -2.234905707,       1.068147763,     -0.7127446866,        4.37259159,      -6.466744734
          50,      -4.340647774,      -1.853273327,      -2.261870737,       1.125437999,     -0.7742245265,       4.089027163,      -6.357092265
          51,      -4.397893571,      -1.921758037,      -2.299529952,         1.0239556,      -0.801860711,       4.225984599,      -6.394785344
          52,      -4.407102963,      -1.919602457,      -2.345572215,       1.020797608,     -0.8234031363,       4.078559078,       -6.35523676
          53,      -4.413903347,      -1.930225481,      -2.390243382,      0.9804490508,     -0.8460078654,       4.198473664,       -6.42218958
          54,      -4.393423548,      -1.895261679,      -2.396826945,        1.03731201,     -0.8840739014,       4.137781755,      -6.360145024
          55,      -4.462207029,      -1.978606637,      -2.378205102,      0.9386463805,     -0.9200544141,       4.275010456,      -6.408868494
          56,      -4.440208058,      -1.951521337,      -2.415365733,      0.9886746205,      -0.975494888,       4.148549847,      -6.338466865
          57,      -4.494871424,      -2.012011855,      -2.428736329,      0.8968622872,      -1.014454506,       4.264916792,      -6.379421994
          58,      -4.473876395,      -1.985905013,      -2.453670725,      0.9453516582,      -1.056046819,       4.150788695,      -6.328138024
          59,      -4.527806229,      -2.046408842,      -2.463272582,      0.8571404201,      -1.098039454,       4.265581396,      -6.358943684
          60,       -4.50717784,      -2.026523949,       -2.48850261,      0.9042896055,      -1.132171989,       4.154089188,      -6.322167845
          61,      -4.560154393,      -2.084695047,      -2.498440252,      0.8192387559,      -1.173004384,        4.25653385,      -6.343961799
          62,      -4.539373104,      -2.067731701,      -2.523251271,      0.8657565424,      -1.204477998,       4.020066477,      -6.391089011
          63,       -4.60123183,      -2.133983231,      -2.570803715,      0.7688818929,      -1.239421029,       4.245564209,      -6.304106025
          64,      -4.570825332,      -2.109230261,      -2.556750866,      0.8330383851,      -1.267830216,       4.175832496,      -6.381352665
          65,      -4.630020874,      -2.178650052,      -2.603375321,      0.7335740367,      -1.299334427,       4.171635015,      -6.297313938
          66,      -4.600304412,      -2.154186638,      -2.592735245,      0.7983875501,      -1.326217923,       4.157616614,      -6.376739006
          67,      -4.659267284,      -2.224522551,      -2.635636786,      0.7001002221,      -1.356331487,        4.14852862,      -6.296282965
          68,      -4.629796674,      -2.201057847,      -2.629563563,      0.7643449421,      -1.378229271,       4.135624574,      -6.376229177
          69,      -4.688526458,      -2.271681045,      -2.669556821,      0.6670919756,      -1.409085502,       4.122431814,      -6.298806324
          70,      -4.659225795,      -2.249282749,      -2.667104141,      0.7312285601,      -1.428459137,       4.111062359,      -6.378777982
          71,      -4.717513081,      -2.315709987,      -2.701806458,      0.6360238532,      -1.457051605,        4.09415271,      -6.304046653
          72,      -4.688319053,       -2.29794657,      -2.705618783,      0.6986954332,       -1.47893029,       4.085367781,      -6.383863011
